instanceid,courseId,gradingRule
DTEK1203_2019,DTEK1203,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..9]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 27 THEN 0 ELSE 5 }"
DTEK1205_2015,DTEK1205,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 8 THEN 0 ELSE 5 }"
DTEK1205_2016,DTEK1205,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 23 THEN 0 ELSE 5 }"
DTEK1205_2017,DTEK1205,"{DEF harja[0..5]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 2 THEN 0 ELSE 5 }"
DTEK1205_2018,DTEK1205,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 18 THEN 0 ELSE 5 }"
DTEK1205_2019,DTEK1205,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",pisteet = harja+harjb+harjc+0, arvosana = IF pisteet < 11 THEN 0 ELSE 5 }"
DTEK1206_2015,DTEK1206,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",pisteet = harja+harjb+harjc+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1206_2016,DTEK1206,"{DEF harja[0..5]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 2 THEN 0 ELSE 5 }"
DTEK1206_2017,DTEK1206,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",pisteet = harja+harjb+harjc+0, arvosana = IF pisteet < 11 THEN 0 ELSE 5 }"
DTEK1206_2018,DTEK1206,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 21 THEN 0 ELSE 5 }"
DTEK1206_2019,DTEK1206,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 20 THEN 0 ELSE 5 }"
DTEK1207_2015,DTEK1207,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 17 THEN 0 ELSE 5 }"
DTEK1207_2016,DTEK1207,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 28 THEN 0 ELSE 5 }"
DTEK1207_2017,DTEK1207,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 30 THEN 0 ELSE 5 }"
DTEK1207_2018,DTEK1207,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 26 THEN 0 ELSE 5 }"
DTEK1207_2019,DTEK1207,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 23 THEN 0 ELSE 5 }"
DTEK1208_2015,DTEK1208,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 21 THEN 0 ELSE 5 }"
DTEK1208_2016,DTEK1208,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",DEF harjg[0..7]: ""Harjoitustehtävä g"",DEF harjh[0..9]: ""Harjoitustehtävä h"",DEF harji[0..8]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 34 THEN 0 ELSE 5 }"
DTEK1208_2017,DTEK1208,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 21 THEN 0 ELSE 5 }"
DTEK1208_2018,DTEK1208,"{DEF harja[0..6]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 3 THEN 0 ELSE 5 }"
DTEK1208_2019,DTEK1208,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 13 THEN 0 ELSE 5 }"
DTEK2027_2015,DTEK2027,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 15 THEN 0 ELSE 5 }"
DTEK2027_2016,DTEK2027,"{DEF harja[0..6]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 3 THEN 0 ELSE 5 }"
DTEK2027_2017,DTEK2027,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",DEF harji[0..6]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 28 THEN 0 ELSE 5 }"
DTEK2027_2018,DTEK2027,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 27 THEN 0 ELSE 5 }"
DTEK2027_2019,DTEK2027,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 18 THEN 0 ELSE 5 }"
DTEK2029_2015,DTEK2029,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",DEF harji[0..8]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 32 THEN 0 ELSE 5 }"
DTEK2029_2016,DTEK2029,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 16 THEN 0 ELSE 5 }"
DTEK2029_2017,DTEK2029,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 21 THEN 0 ELSE 5 }"
DTEK2029_2018,DTEK2029,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 11 THEN 0 ELSE 5 }"
DTEK2029_2019,DTEK2029,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 26 THEN 0 ELSE 5 }"
DTEK2034_2015,DTEK2034,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",DEF harjh[0..5]: ""Harjoitustehtävä h"",DEF harji[0..5]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 32 THEN 0 ELSE 5 }"
DTEK2034_2016,DTEK2034,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",DEF harjh[0..9]: ""Harjoitustehtävä h"",DEF harji[0..5]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 30 THEN 0 ELSE 5 }"
DTEK2034_2017,DTEK2034,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 8 THEN 0 ELSE 5 }"
DTEK2034_2018,DTEK2034,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 20 THEN 0 ELSE 5 }"
DTEK2034_2019,DTEK2034,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 21 THEN 0 ELSE 5 }"
DTEK2036_2015,DTEK2036,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 26 THEN 0 ELSE 5 }"
DTEK2036_2016,DTEK2036,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 17 THEN 0 ELSE 5 }"
DTEK2036_2017,DTEK2036,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",DEF harjh[0..7]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 29 THEN 0 ELSE 5 }"
DTEK2036_2018,DTEK2036,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..9]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 22 THEN 0 ELSE 5 }"
DTEK2036_2019,DTEK2036,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 14 THEN 0 ELSE 5 }"
DTEK2037_2015,DTEK2037,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 17 THEN 0 ELSE 5 }"
DTEK2037_2016,DTEK2037,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..9]: ""Harjoitustehtävä g"",DEF harjh[0..7]: ""Harjoitustehtävä h"",DEF harji[0..6]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 29 THEN 0 ELSE 5 }"
DTEK2037_2017,DTEK2037,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",DEF harji[0..5]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 31 THEN 0 ELSE 5 }"
DTEK2037_2018,DTEK2037,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 14 THEN 0 ELSE 5 }"
DTEK2037_2019,DTEK2037,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 25 THEN 0 ELSE 5 }"
DTEK2038_2015,DTEK2038,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..7]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 25 THEN 0 ELSE 5 }"
DTEK2038_2016,DTEK2038,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 21 THEN 0 ELSE 5 }"
DTEK2038_2017,DTEK2038,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK2038_2018,DTEK2038,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 16 THEN 0 ELSE 5 }"
DTEK2038_2019,DTEK2038,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 6 THEN 0 ELSE 5 }"
DTEK2039_2015,DTEK2039,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 8 THEN 0 ELSE 5 }"
DTEK2039_2016,DTEK2039,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..9]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 30 THEN 0 ELSE 5 }"
DTEK2039_2017,DTEK2039,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 24 THEN 0 ELSE 5 }"
DTEK2039_2018,DTEK2039,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",pisteet = harja+harjb+harjc+0, arvosana = IF pisteet < 9 THEN 0 ELSE 5 }"
DTEK2039_2019,DTEK2039,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK2040_2015,DTEK2040,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",pisteet = harja+harjb+harjc+0, arvosana = IF pisteet < 9 THEN 0 ELSE 5 }"
DTEK2040_2016,DTEK2040,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 21 THEN 0 ELSE 5 }"
DTEK2040_2017,DTEK2040,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",pisteet = harja+harjb+harjc+0, arvosana = IF pisteet < 8 THEN 0 ELSE 5 }"
DTEK2040_2018,DTEK2040,"{DEF harja[0..7]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 3 THEN 0 ELSE 5 }"
DTEK2040_2019,DTEK2040,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 14 THEN 0 ELSE 5 }"
DTEK2041_2015,DTEK2041,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 17 THEN 0 ELSE 5 }"
DTEK2041_2016,DTEK2041,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 21 THEN 0 ELSE 5 }"
